No.;Time;;TIME 1;TIME 2;DELAY;DELAY 1;DELAY 2;JITTER
6455;39,554591;;39,554591;39,554591;0;-0,000135;0,000135;0,00027
6456;39,554591;;39,554591;39,554726;0,000135;0,000135;-8,60E-05;-0,000221
6457;39,554726;;39,554726;39,554726;0;-8,60E-05;2,90E-05;0,000115
6458;39,554726;;39,554726;39,554812;8,60E-05;2,90E-05;5,70E-05;2,80E-05
6459;39,554812;;39,554812;39,554869;5,70E-05;5,70E-05;-0,001798;-0,001855
6460;39,554869;;39,554869;39,554869;0;-0,001798;0,001798;0,003596
6461;39,554869;;39,554869;39,556667;0,001798;0,001798;-0,002136;-0,003934
6462;39,556667;;39,556667;39,556667;0;-0,002136;0,002136;0,004272
6463;39,556667;;39,556667;39,558803;0,002136;0,002136;-0,000216;-0,002352
6464;39,558803;;39,558803;39,558803;0;-0,000216;-0,003415;-0,003199
6465;39,558803;;39,558803;39,559019;0,000216;-0,003415;0,001196;0,004611
6466;39,559019;;39,559019;39,56265;0,003631;0,001196;0,002435;0,001239
6467;39,56265;;39,56265;39,565085;0,002435;0,002435;-0,001546;-0,003981
6468;39,565085;;39,565085;39,565085;0;-0,001546;0,001546;0,003092
6469;39,565085;;39,565085;39,566631;0,001546;0,001546;-0,002168;-0,003714
6470;39,566631;;39,566631;39,566631;0;-0,002168;0,002168;0,004336
6471;39,566631;;39,566631;39,568799;0,002168;0,002168;-0,003271;-0,005439
6472;39,568799;;39,568799;39,568799;0;-0,003271;0,003271;0,006542
6473;39,568799;;39,568799;39,57207;0,003271;0,003271;0;-0,003271
6474;39,57207;;39,57207;39,57207;0;0;0;0
6475;39,57207;;39,57207;39,57207;0;0;-0,000221;-0,000221
6476;39,57207;;39,57207;39,57207;0;-0,000221;-0,001246;-0,001025
6477;39,57207;;39,57207;39,572291;0,000221;-0,001246;0,001467;0,002713
6478;39,572291;;39,572291;39,573758;0,001467;0,001467;0;-0,001467
6479;39,573758;;39,573758;39,573758;0;0;-0,002991;-0,002991
6480;39,573758;;39,573758;39,573758;0;-0,002991;0,002991;0,005982
6481;39,573758;;39,573758;39,576749;0,002991;0,002991;-0,002006;-0,004997
6482;39,576749;;39,576749;39,576749;0;-0,002006;0,002006;0,004012
6483;39,576749;;39,576749;39,578755;0,002006;0,002006;-0,000219;-0,002225
6484;39,578755;;39,578755;39,578755;0;-0,000219;-0,001905;-0,001686
6485;39,578755;;39,578755;39,578974;0,000219;-0,001905;0,002124;0,004029
6486;39,578974;;39,578974;39,581098;0,002124;0,002124;0;-0,002124
6487;39,581098;;39,581098;39,581098;0;0;-0,001894;-0,001894
6488;39,581098;;39,581098;39,581098;0;-0,001894;0,001894;0,003788
6489;39,581098;;39,581098;39,582992;0,001894;0,001894;-0,002042;-0,003936
6490;39,582992;;39,582992;39,582992;0;-0,002042;0,002042;0,004084
6491;39,582992;;39,582992;39,585034;0,002042;0,002042;-0,002077;-0,004119
6492;39,585034;;39,585034;39,585034;0;-0,002077;0,002077;0,004154
6493;39,585034;;39,585034;39,587111;0,002077;0,002077;-0,00229;-0,004367
6494;39,587111;;39,587111;39,587111;0;-0,00229;0,00229;0,00458
6495;39,587111;;39,587111;39,589401;0,00229;0,00229;0;-0,00229
6496;39,589401;;39,589401;39,589401;0;0;-0,000191;-0,000191
6497;39,589401;;39,589401;39,589401;0;-0,000191;-0,00205;-0,001859
6498;39,589401;;39,589401;39,589592;0,000191;-0,00205;0,002241;0,004291
6499;39,589592;;39,589592;39,591833;0,002241;0,002241;-0,001567;-0,003808
6500;39,591833;;39,591833;39,591833;0;-0,001567;0,001567;0,003134
6501;39,591833;;39,591833;39,5934;0,001567;0,001567;-0,001473;-0,00304
6502;39,5934;;39,5934;39,5934;0;-0,001473;0,001473;0,002946
6503;39,5934;;39,5934;39,594873;0,001473;0,001473;-0,002368;-0,003841
6504;39,594873;;39,594873;39,594873;0;-0,002368;0,002368;0,004736
6505;39,594873;;39,594873;39,597241;0,002368;0,002368;0;-0,002368
6506;39,597241;;39,597241;39,597241;0;0;-0,000283;-0,000283
6507;39,597241;;39,597241;39,597241;0;-0,000283;-0,001119;-0,000836
6508;39,597241;;39,597241;39,597524;0,000283;-0,001119;0,001402;0,002521
6509;39,597524;;39,597524;39,598926;0,001402;0,001402;-0,001701;-0,003103
6510;39,598926;;39,598926;39,598926;0;-0,001701;0,001701;0,003402
6511;39,598926;;39,598926;39,600627;0,001701;0,001701;-0,002537;-0,004238
6512;39,600627;;39,600627;39,600627;0;-0,002537;0,002537;0,005074
6513;39,600627;;39,600627;39,603164;0,002537;0,002537;-0,001892;-0,004429
6514;39,603164;;39,603164;39,603164;0;-0,001892;0,001892;0,003784
6515;39,603164;;39,603164;39,605056;0,001892;0,001892;-0,002364;-0,004256
6516;39,605056;;39,605056;39,605056;0;-0,002364;0,002364;0,004728
6517;39,605056;;39,605056;39,60742;0,002364;0,002364;-0,000172;-0,002536
6518;39,60742;;39,60742;39,60742;0;-0,000172;-0,001195;-0,001023
6519;39,60742;;39,60742;39,607592;0,000172;-0,001195;0,001367;0,002562
6520;39,607592;;39,607592;39,608959;0,001367;0,001367;-0,001741;-0,003108
6521;39,608959;;39,608959;39,608959;0;-0,001741;0,001741;0,003482
6522;39,608959;;39,608959;39,6107;0,001741;0,001741;-0,003268;-0,005009
6523;39,6107;;39,6107;39,6107;0;-0,003268;0,003268;0,006536
6524;39,6107;;39,6107;39,613968;0,003268;0,003268;0;-0,003268
6525;39,613968;;39,613968;39,613968;0;0;0;0
6526;39,613968;;39,613968;39,613968;0;0;-0,001372;-0,001372
6527;39,613968;;39,613968;39,613968;0;-0,001372;0,001222;0,002594
6528;39,613968;;39,613968;39,61534;0,001372;0,001222;-0,003453;-0,004675
6529;39,61534;;39,61534;39,61549;0,00015;-0,003453;0,003603;0,007056
6530;39,61549;;39,61549;39,619093;0,003603;0,003603;-0,001723;-0,005326
6531;39,619093;;39,619093;39,619093;0;-0,001723;0,001723;0,003446
6532;39,619093;;39,619093;39,620816;0,001723;0,001723;-0,002278;-0,004001
6533;39,620816;;39,620816;39,620816;0;-0,002278;0,002278;0,004556
6534;39,620816;;39,620816;39,623094;0,002278;0,002278;-0,004906;-0,007184
6535;39,623094;;39,623094;39,623094;0;-0,004906;0,001618;0,006524
6536;39,623094;;39,623094;39,628;0,004906;0,001618;0,003288;0,00167
6537;39,628;;39,628;39,631288;0,003288;0,003288;-0,001185;-0,004473
6538;39,631288;;39,631288;39,631288;0;-0,001185;-0,000117;0,001068
6539;39,631288;;39,631288;39,632473;0,001185;-0,000117;0,001302;0,001419
6540;39,632473;;39,632473;39,633775;0,001302;0,001302;-0,001712;-0,003014
6541;39,633775;;39,633775;39,633775;0;-0,001712;0,001712;0,003424
6542;39,633775;;39,633775;39,635487;0,001712;0,001712;0;-0,001712
6543;39,635487;;39,635487;39,635487;0;0;-0,002929;-0,002929
6544;39,635487;;39,635487;39,635487;0;-0,002929;0,002929;0,005858
6545;39,635487;;39,635487;39,638416;0,002929;0,002929;-0,002201;-0,00513
6546;39,638416;;39,638416;39,638416;0;-0,002201;0,002201;0,004402
6547;39,638416;;39,638416;39,640617;0,002201;0,002201;-0,002081;-0,004282
6548;39,640617;;39,640617;39,640617;0;-0,002081;0,002081;0,004162
6549;39,640617;;39,640617;39,642698;0,002081;0,002081;-0,000212;-0,002293
6550;39,642698;;39,642698;39,642698;0;-0,000212;-0,001922;-0,00171
6551;39,642698;;39,642698;39,64291;0,000212;-0,001922;0,002134;0,004056
6552;39,64291;;39,64291;39,645044;0,002134;0,002134;-0,0063;-0,008434
6553;39,645044;;39,645044;39,645044;0;-0,0063;0,0063;0,0126
6554;39,645044;;39,645044;39,651344;0,0063;0,0063;-0,002096;-0,008396
6555;39,651344;;39,651344;39,651344;0;-0,002096;0,002096;0,004192
6556;39,651344;;39,651344;39,65344;0,002096;0,002096;-0,002047;-0,004143
6557;39,65344;;39,65344;39,65344;0;-0,002047;0,002047;0,004094
6558;39,65344;;39,65344;39,655487;0,002047;0,002047;0;-0,002047
6559;39,655487;;39,655487;39,655487;0;0;-0,000228;-0,000228
6560;39,655487;;39,655487;39,655487;0;-0,000228;-0,003388;-0,00316
6561;39,655487;;39,655487;39,655715;0,000228;-0,003388;0,003616;0,007004
6562;39,655715;;39,655715;39,659331;0,003616;0,003616;-0,00174;-0,005356
6563;39,659331;;39,659331;39,659331;0;-0,00174;0,00174;0,00348
6564;39,659331;;39,659331;39,661071;0,00174;0,00174;0;-0,00174
6565;39,661071;;39,661071;39,661071;0;0;-0,001645;-0,001645
6566;39,661071;;39,661071;39,661071;0;-0,001645;0,001645;0,00329
6567;39,661071;;39,661071;39,662716;0,001645;0,001645;-0,001882;-0,003527
6568;39,662716;;39,662716;39,662716;0;-0,001882;0,001684;0,003566
6569;39,662716;;39,662716;39,664598;0,001882;0,001684;-0,003864;-0,005548
6570;39,664598;;39,664598;39,664796;0,000198;-0,003864;0,004062;0,007926
6571;39,664796;;39,664796;39,668858;0,004062;0,004062;-0,002438;-0,0065
6572;39,668858;;39,668858;39,668858;0;-0,002438;0,002438;0,004876
6573;39,668858;;39,668858;39,671296;0,002438;0,002438;-0,001857;-0,004295
6574;39,671296;;39,671296;39,671296;0;-0,001857;0,001857;0,003714
6575;39,671296;;39,671296;39,673153;0,001857;0,001857;-0,001979;-0,003836
6576;39,673153;;39,673153;39,673153;0;-0,001979;0,001979;0,003958
6577;39,673153;;39,673153;39,675132;0,001979;0,001979;-0,004155;-0,006134
6578;39,675132;;39,675132;39,675132;0;-0,004155;0,004155;0,00831
6579;39,675132;;39,675132;39,679287;0,004155;0,004155;-0,000311;-0,004466
6580;39,679287;;39,679287;39,679287;0;-0,000311;-0,001106;-0,000795
6581;39,679287;;39,679287;39,679598;0,000311;-0,001106;0,001417;0,002523
6582;39,679598;;39,679598;39,681015;0,001417;0,001417;0;-0,001417
6583;39,681015;;39,681015;39,681015;0;0;-0,001695;-0,001695
6584;39,681015;;39,681015;39,681015;0;-0,001695;0,001695;0,00339
6585;39,681015;;39,681015;39,68271;0,001695;0,001695;-0,001705;-0,0034
6586;39,68271;;39,68271;39,68271;0;-0,001705;0,001705;0,00341
6587;39,68271;;39,68271;39,684415;0,001705;0,001705;-0,009715;-0,01142
6588;39,684415;;39,684415;39,684415;0;-0,009715;-0,024816;-0,015101
6589;39,684415;;39,684415;39,69413;0,009715;-0,024816;0,017775;0,042591
6590;39,69413;;39,69413;39,728661;0,034531;0,017775;0,016756;-0,001019
6591;39,728661;;39,728661;39,745417;0,016756;0,016756;-0,01305;-0,029806
6592;39,745417;;39,745417;39,745417;0;-0,01305;-0,118618;-0,105568
6593;39,745417;;39,745417;39,758467;0,01305;-0,118618;0,131668;0,250286
6594;39,758467;;39,758467;39,890135;0,131668;0,131668;-0,013087;-0,144755
6595;39,890135;;39,890135;39,890135;0;-0,013087;0,007362;0,020449
6596;39,890135;;39,890135;39,903222;0,013087;0,007362;0,003127;-0,004235
6597;39,903222;;39,903222;39,908947;0,005725;0,003127;0,002598;-0,000529
6598;39,908947;;39,908947;39,911545;0,002598;0,002598;0;-0,002598
6599;39,911545;;39,911545;39,911545;0;0;-0,00152;-0,00152
6600;39,911545;;39,911545;39,911545;0;-0,00152;0,00152;0,00304
6601;39,911545;;39,911545;39,913065;0,00152;0,00152;-0,001618;-0,003138
6602;39,913065;;39,913065;39,913065;0;-0,001618;0,001618;0,003236
6603;39,913065;;39,913065;39,914683;0,001618;0,001618;-0,007446;-0,009064
6604;39,914683;;39,914683;39,914683;0;-0,007446;-0,003951;0,003495
6605;39,914683;;39,914683;39,922129;0,007446;-0,003951;0,011397;0,015348
6606;39,922129;;39,922129;39,933526;0,011397;0,011397;0;-0,011397
6607;39,933526;;39,933526;39,933526;0;0;0;0
6608;39,933526;;39,933526;39,933526;0;0;-0,000459;-0,000459
6609;39,933526;;39,933526;39,933526;0;-0,000459;-0,000239;0,00022
6610;39,933526;;39,933526;39,933985;0,000459;-0,000239;0,000521;0,00076
6611;39,933985;;39,933985;39,934683;0,000698;0,000521;-0,000611;-0,001132
6612;39,934683;;39,934683;39,93486;0,000177;-0,000611;0,000788;0,001399
6613;39,93486;;39,93486;39,935648;0,000788;0,000788;0;-0,000788
6614;39,935648;;39,935648;39,935648;0;0;0;0
6615;39,935648;;39,935648;39,935648;0;0;0;0
6616;39,935648;;39,935648;39,935648;0;0;0;0
6617;39,935648;;39,935648;39,935648;0;0;0;0
6618;39,935648;;39,935648;39,935648;0;0;0;0
6619;39,935648;;39,935648;39,935648;0;0;-0,00047;-0,00047
6620;39,935648;;39,935648;39,935648;0;-0,00047;-0,00101;-0,00054
6621;39,935648;;39,935648;39,936118;0,00047;-0,00101;0,00148;0,00249
6622;39,936118;;39,936118;39,937598;0,00148;0,00148;0;-0,00148
6623;39,937598;;39,937598;39,937598;0;0;0;0
6624;39,937598;;39,937598;39,937598;0;0;0;0
6625;39,937598;;39,937598;39,937598;0;0;-0,000257;-0,000257
6626;39,937598;;39,937598;39,937598;0;-0,000257;-0,002221;-0,001964
6627;39,937598;;39,937598;39,937855;0,000257;-0,002221;0,002478;0,004699
6628;39,937855;;39,937855;39,940333;0,002478;0,002478;0;-0,002478
6629;39,940333;;39,940333;39,940333;0;0;0;0
6630;39,940333;;39,940333;39,940333;0;0;0;0
6631;39,940333;;39,940333;39,940333;0;0;0;0
6632;39,940333;;39,940333;39,940333;0;0;0;0
6633;39,940333;;39,940333;39,940333;0;0;0;0
6634;39,940333;;39,940333;39,940333;0;0;0;0
6635;39,940333;;39,940333;39,940333;0;0;0;0
6636;39,940333;;39,940333;39,940333;0;0;-0,000674;-0,000674
6637;39,940333;;39,940333;39,940333;0;-0,000674;0,000674;0,001348
6638;39,940333;;39,940333;39,941007;0,000674;0,000674;-9,30E-05;-0,000767
6639;39,941007;;39,941007;39,941007;0;-9,30E-05;9,30E-05;0,000186
6640;39,941007;;39,941007;39,9411;9,30E-05;9,30E-05;0;-9,30E-05
6641;39,9411;;39,9411;39,9411;0;0;0;0
6642;39,9411;;39,9411;39,9411;0;0;-0,000158;-0,000158
6643;39,9411;;39,9411;39,9411;0;-0,000158;-0,000151;7,00E-06
6644;39,9411;;39,9411;39,941258;0,000158;-0,000151;-0,001132;-0,000981
6645;39,941258;;39,941258;39,941567;0,000309;-0,001132;0,001441;0,002573
6646;39,941567;;39,941567;39,943008;0,001441;0,001441;0;-0,001441
6647;39,943008;;39,943008;39,943008;0;0;0;0
6648;39,943008;;39,943008;39,943008;0;0;0;0
6649;39,943008;;39,943008;39,943008;0;0;0;0
6650;39,943008;;39,943008;39,943008;0;0;0;0
6651;39,943008;;39,943008;39,943008;0;0;0;0
6652;39,943008;;39,943008;39,943008;0;0;0;0
6653;39,943008;;39,943008;39,943008;0;0;0;0
6654;39,943008;;39,943008;39,943008;0;0;-0,000267;-0,000267
6655;39,943008;;39,943008;39,943008;0;-0,000267;0,000267;0,000534
6656;39,943008;;39,943008;39,943275;0,000267;0,000267;-0,000219;-0,000486
6657;39,943275;;39,943275;39,943275;0;-0,000219;-0,001099;-0,00088
6658;39,943275;;39,943275;39,943494;0,000219;-0,001099;0,001318;0,002417
6659;39,943494;;39,943494;39,944812;0,001318;0,001318;0;-0,001318
6660;39,944812;;39,944812;39,944812;0;0;0;0
6661;39,944812;;39,944812;39,944812;0;0;0;0
6662;39,944812;;39,944812;39,944812;0;0;0;0
6663;39,944812;;39,944812;39,944812;0;0;0;0
6664;39,944812;;39,944812;39,944812;0;0;0;0
6665;39,944812;;39,944812;39,944812;0;0;0;0
6666;39,944812;;39,944812;39,944812;0;0;0;0
6667;39,944812;;39,944812;39,944812;0;0;-0,000214;-0,000214
6668;39,944812;;39,944812;39,944812;0;-0,000214;0,000214;0,000428
6669;39,944812;;39,944812;39,945026;0,000214;0,000214;-0,000229;-0,000443
6670;39,945026;;39,945026;39,945026;0;-0,000229;-0,001208;-0,000979
6671;39,945026;;39,945026;39,945255;0,000229;-0,001208;0,001437;0,002645
6672;39,945255;;39,945255;39,946692;0,001437;0,001437;0;-0,001437
6673;39,946692;;39,946692;39,946692;0;0;0;0
6674;39,946692;;39,946692;39,946692;0;0;0;0
6675;39,946692;;39,946692;39,946692;0;0;0;0
6676;39,946692;;39,946692;39,946692;0;0;0;0
6677;39,946692;;39,946692;39,946692;0;0;0;0
6678;39,946692;;39,946692;39,946692;0;0;0;0
6679;39,946692;;39,946692;39,946692;0;0;0;0
6680;39,946692;;39,946692;39,946692;0;0;-0,000189;-0,000189
6681;39,946692;;39,946692;39,946692;0;-0,000189;0,000189;0,000378
6682;39,946692;;39,946692;39,946881;0,000189;0,000189;-0,000174;-0,000363
6683;39,946881;;39,946881;39,946881;0;-0,000174;-0,001313;-0,001139
6684;39,946881;;39,946881;39,947055;0,000174;-0,001313;0,001487;0,0028
6685;39,947055;;39,947055;39,948542;0,001487;0,001487;0;-0,001487
6686;39,948542;;39,948542;39,948542;0;0;0;0
6687;39,948542;;39,948542;39,948542;0;0;0;0
6688;39,948542;;39,948542;39,948542;0;0;0;0
6689;39,948542;;39,948542;39,948542;0;0;0;0
6690;39,948542;;39,948542;39,948542;0;0;0;0
6691;39,948542;;39,948542;39,948542;0;0;0;0
6692;39,948542;;39,948542;39,948542;0;0;0;0
6693;39,948542;;39,948542;39,948542;0;0;-0,00019;-0,00019
6694;39,948542;;39,948542;39,948542;0;-0,00019;0,00019;0,00038
6695;39,948542;;39,948542;39,948732;0,00019;0,00019;-7,80E-05;-0,000268
6696;39,948732;;39,948732;39,948732;0;-7,80E-05;-0,001557;-0,001479
6697;39,948732;;39,948732;39,94881;7,80E-05;-0,001557;0,001635;0,003192
6698;39,94881;;39,94881;39,950445;0,001635;0,001635;0;-0,001635
6699;39,950445;;39,950445;39,950445;0;0;0;0
6700;39,950445;;39,950445;39,950445;0;0;0;0
6701;39,950445;;39,950445;39,950445;0;0;0;0
6702;39,950445;;39,950445;39,950445;0;0;0;0
6703;39,950445;;39,950445;39,950445;0;0;0;0
6704;39,950445;;39,950445;39,950445;0;0;0;0
6705;39,950445;;39,950445;39,950445;0;0;0;0
6706;39,950445;;39,950445;39,950445;0;0;-0,000191;-0,000191
6707;39,950445;;39,950445;39,950445;0;-0,000191;0,000191;0,000382
6708;39,950445;;39,950445;39,950636;0,000191;0,000191;-0,000111;-0,000302
6709;39,950636;;39,950636;39,950636;0;-0,000111;-0,000138;-2,70E-05
6710;39,950636;;39,950636;39,950747;0,000111;-0,000138;-0,0011;-0,000962
6711;39,950747;;39,950747;39,950996;0,000249;-0,0011;0,001349;0,002449
6712;39,950996;;39,950996;39,952345;0,001349;0,001349;0;-0,001349
6713;39,952345;;39,952345;39,952345;0;0;0;0
6714;39,952345;;39,952345;39,952345;0;0;0;0
6715;39,952345;;39,952345;39,952345;0;0;0;0
6716;39,952345;;39,952345;39,952345;0;0;0;0
6717;39,952345;;39,952345;39,952345;0;0;0;0
6718;39,952345;;39,952345;39,952345;0;0;0;0
6719;39,952345;;39,952345;39,952345;0;0;0;0
6720;39,952345;;39,952345;39,952345;0;0;-0,000131;-0,000131
6721;39,952345;;39,952345;39,952345;0;-0,000131;0,000131;0,000262
6722;39,952345;;39,952345;39,952476;0,000131;0,000131;-0,000153;-0,000284
6723;39,952476;;39,952476;39,952476;0;-0,000153;-0,001416;-0,001263
6724;39,952476;;39,952476;39,952629;0,000153;-0,001416;0,001569;0,002985
6725;39,952629;;39,952629;39,954198;0,001569;0,001569;0;-0,001569
6726;39,954198;;39,954198;39,954198;0;0;0;0
6727;39,954198;;39,954198;39,954198;0;0;0;0
6728;39,954198;;39,954198;39,954198;0;0;0;0
6729;39,954198;;39,954198;39,954198;0;0;0;0
6730;39,954198;;39,954198;39,954198;0;0;0;0
6731;39,954198;;39,954198;39,954198;0;0;0;0
6732;39,954198;;39,954198;39,954198;0;0;0;0
6733;39,954198;;39,954198;39,954198;0;0;-0,000124;-0,000124
6734;39,954198;;39,954198;39,954198;0;-0,000124;0,000124;0,000248
6735;39,954198;;39,954198;39,954322;0,000124;0,000124;-0,000142;-0,000266
6736;39,954322;;39,954322;39,954322;0;-0,000142;-0,001486;-0,001344
6737;39,954322;;39,954322;39,954464;0,000142;-0,001486;0,001628;0,003114
6738;39,954464;;39,954464;39,956092;0,001628;0,001628;0;-0,001628
6739;39,956092;;39,956092;39,956092;0;0;0;0
6740;39,956092;;39,956092;39,956092;0;0;0;0
6741;39,956092;;39,956092;39,956092;0;0;0;0
6742;39,956092;;39,956092;39,956092;0;0;0;0
6743;39,956092;;39,956092;39,956092;0;0;0;0
6744;39,956092;;39,956092;39,956092;0;0;0;0
6745;39,956092;;39,956092;39,956092;0;0;0;0
6746;39,956092;;39,956092;39,956092;0;0;-0,000172;-0,000172
6747;39,956092;;39,956092;39,956092;0;-0,000172;0,000172;0,000344
6748;39,956092;;39,956092;39,956264;0,000172;0,000172;-0,000258;-0,00043
6749;39,956264;;39,956264;39,956264;0;-0,000258;-0,001161;-0,000903
6750;39,956264;;39,956264;39,956522;0,000258;-0,001161;0,001419;0,00258
6751;39,956522;;39,956522;39,957941;0,001419;0,001419;0;-0,001419
6752;39,957941;;39,957941;39,957941;0;0;0;0
6753;39,957941;;39,957941;39,957941;0;0;0;0
6754;39,957941;;39,957941;39,957941;0;0;0;0
6755;39,957941;;39,957941;39,957941;0;0;0;0
6756;39,957941;;39,957941;39,957941;0;0;0;0
6757;39,957941;;39,957941;39,957941;0;0;0;0
6758;39,957941;;39,957941;39,957941;0;0;0;0
6759;39,957941;;39,957941;39,957941;0;0;-0,000162;-0,000162
6760;39,957941;;39,957941;39,957941;0;-0,000162;0,000162;0,000324
6761;39,957941;;39,957941;39,958103;0,000162;0,000162;-0,000123;-0,000285
6762;39,958103;;39,958103;39,958103;0;-0,000123;-0,001525;-0,001402
6763;39,958103;;39,958103;39,958226;0,000123;-0,001525;0,001648;0,003173
6764;39,958226;;39,958226;39,959874;0,001648;0,001648;0;-0,001648
6765;39,959874;;39,959874;39,959874;0;0;0;0
6766;39,959874;;39,959874;39,959874;0;0;0;0
6767;39,959874;;39,959874;39,959874;0;0;0;0
6768;39,959874;;39,959874;39,959874;0;0;0;0
6769;39,959874;;39,959874;39,959874;0;0;0;0
6770;39,959874;;39,959874;39,959874;0;0;0;0
6771;39,959874;;39,959874;39,959874;0;0;0;0
6772;39,959874;;39,959874;39,959874;0;0;-0,000164;-0,000164
6773;39,959874;;39,959874;39,959874;0;-0,000164;0,000164;0,000328
6774;39,959874;;39,959874;39,960038;0,000164;0,000164;-0,000129;-0,000293
6775;39,960038;;39,960038;39,960038;0;-0,000129;-1,50E-05;0,000114
6776;39,960038;;39,960038;39,960167;0,000129;-1,50E-05;-0,001945;-0,00193
6777;39,960167;;39,960167;39,960311;0,000144;-0,001945;0,002089;0,004034
6778;39,960311;;39,960311;39,9624;0,002089;0,002089;0;-0,002089
6779;39,9624;;39,9624;39,9624;0;0;0;0
6780;39,9624;;39,9624;39,9624;0;0;0;0
6781;39,9624;;39,9624;39,9624;0;0;0;0
6782;39,9624;;39,9624;39,9624;0;0;0;0
6783;39,9624;;39,9624;39,9624;0;0;0;0
6784;39,9624;;39,9624;39,9624;0;0;0;0
6785;39,9624;;39,9624;39,9624;0;0;-0,004032;-0,004032
6786;39,9624;;39,9624;39,9624;0;-0,004032;0,004032;0,008064
6787;39,9624;;39,9624;39,966432;0,004032;0,004032;0;-0,004032
6788;39,966432;;39,966432;39,966432;0;0;-0,00032;-0,00032
6789;39,966432;;39,966432;39,966432;0;-0,00032;-0,00142;-0,0011
6790;39,966432;;39,966432;39,966752;0,00032;-0,00142;0,00174;0,00316
6791;39,966752;;39,966752;39,968492;0,00174;0,00174;0;-0,00174
6792;39,968492;;39,968492;39,968492;0;0;0;0
6793;39,968492;;39,968492;39,968492;0;0;0;0
6794;39,968492;;39,968492;39,968492;0;0;-0,001262;-0,001262
6795;39,968492;;39,968492;39,968492;0;-0,001262;-0,000492;0,00077
6796;39,968492;;39,968492;39,969754;0,001262;-0,000492;0,001754;0,002246
6797;39,969754;;39,969754;39,971508;0,001754;0,001754;0;-0,001754
6798;39,971508;;39,971508;39,971508;0;0;-0,00019;-0,00019
6799;39,971508;;39,971508;39,971508;0;-0,00019;-0,001235;-0,001045
6800;39,971508;;39,971508;39,971698;0,00019;-0,001235;0,001425;0,00266
6801;39,971698;;39,971698;39,973123;0,001425;0,001425;-0,002431;-0,003856
6802;39,973123;;39,973123;39,973123;0;-0,002431;0,002431;0,004862
6803;39,973123;;39,973123;39,975554;0,002431;0,002431;0;-0,002431
6804;39,975554;;39,975554;39,975554;0;0;-0,001375;-0,001375
6805;39,975554;;39,975554;39,975554;0;-0,001375;-0,000517;0,000858
6806;39,975554;;39,975554;39,976929;0,001375;-0,000517;0,001892;0,002409
6807;39,976929;;39,976929;39,978821;0,001892;0,001892;0;-0,001892
6808;39,978821;;39,978821;39,978821;0;0;-0,000221;-0,000221
6809;39,978821;;39,978821;39,978821;0;-0,000221;-0,001062;-0,000841
6810;39,978821;;39,978821;39,979042;0,000221;-0,001062;-0,00115;-8,80E-05
6811;39,979042;;39,979042;39,980325;0,001283;-0,00115;0,002433;0,003583
6812;39,980325;;39,980325;39,982758;0,002433;0,002433;0;-0,002433
6813;39,982758;;39,982758;39,982758;0;0;-0,001634;-0,001634
6814;39,982758;;39,982758;39,982758;0;-0,001634;0,001634;0,003268
6815;39,982758;;39,982758;39,984392;0,001634;0,001634;-0,002079;-0,003713
6816;39,984392;;39,984392;39,984392;0;-0,002079;0,002079;0,004158
6817;39,984392;;39,984392;39,986471;0,002079;0,002079;-0,002072;-0,004151
6818;39,986471;;39,986471;39,986471;0;-0,002072;0,002072;0,004144
6819;39,986471;;39,986471;39,988543;0,002072;0,002072;-0,0002;-0,002272
6820;39,988543;;39,988543;39,988543;0;-0,0002;-0,001834;-0,001634
6821;39,988543;;39,988543;39,988743;0,0002;-0,001834;0,002034;0,003868
6822;39,988743;;39,988743;39,990777;0,002034;0,002034;0;-0,002034
6823;39,990777;;39,990777;39,990777;0;0;-0,0018;-0,0018
6824;39,990777;;39,990777;39,990777;0;-0,0018;0,0018;0,0036
6825;39,990777;;39,990777;39,992577;0,0018;0,0018;-0,002398;-0,004198
6826;39,992577;;39,992577;39,992577;0;-0,002398;0,002398;0,004796
6827;39,992577;;39,992577;39,994975;0,002398;0,002398;-0,001807;-0,004205
6828;39,994975;;39,994975;39,994975;0;-0,001807;0,001807;0,003614
6829;39,994975;;39,994975;39,996782;0,001807;0,001807;-0,002224;-0,004031
6830;39,996782;;39,996782;39,996782;0;-0,002224;0,002224;0,004448
6831;39,996782;;39,996782;39,999006;0,002224;0,002224;-0,000357;-0,002581
6832;39,999006;;39,999006;39,999006;0;-0,000357;-0,001199;-0,000842
6833;39,999006;;39,999006;39,999363;0,000357;-0,001199;0,001556;0,002755
6834;39,999363;;39,999363;40,000919;0,001556;0,001556;0;-0,001556
6835;40,000919;;40,000919;40,000919;0;0;-0,002153;-0,002153
6836;40,000919;;40,000919;40,000919;0;-0,002153;0,002153;0,004306
6837;40,000919;;40,000919;40,003072;0,002153;0,002153;-0,001992;-0,004145
6838;40,003072;;40,003072;40,003072;0;-0,001992;0,001992;0,003984
6839;40,003072;;40,003072;40,005064;0,001992;0,001992;-0,002074;-0,004066
6840;40,005064;;40,005064;40,005064;0;-0,002074;0,002074;0,004148
6841;40,005064;;40,005064;40,007138;0,002074;0,002074;-0,00017;-0,002244
6842;40,007138;;40,007138;40,007138;0;-0,00017;-0,001965;-0,001795
6843;40,007138;;40,007138;40,007308;0,00017;-0,001965;0,002135;0,0041
6844;40,007308;;40,007308;40,009443;0,002135;0,002135;0;-0,002135
